Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
02/15/23 10:00,7.2183000000000002,9.0164600000000004,5.9287299999999998,5.1242599999999996,6.6566900000000002,1.4,1.9,14.7,1.6,2.2999999999999998,1.9,9.4,0.9,5.9,,3.9,4.3,1.9,5.45,6.9,7.5871300000000002,1.74108,10.569599999999999,14.791700000000001,11.707599999999999,7.7735799999999999,2.4135399999999998,6.6582100000000004,6.0908699999999998,2.0000599999999999,3.7225100000000002,7.39093,21.569299999999998,0.3,4.8,0.9,2.0699999999999998,2.78,1,2.6,0.9,2.7381700000000002,4.9206899999999996,0,0.2,1.6,2.3825400000000001,3.7814800000000002,2.0556999999999999,2.6734900000000001,2.2224400000000002,7.8473100000000002,6.1779099999999998,2.76647,1.6222000000000001,2.9,22.7,1.8,2.4,12.4894,15.6609,13.2227,10.0021,4.7095500000000001,9.8186400000000003,8.0036699999999996,8.1745400000000004,14.3399,5.6810600000000004,8.2667199999999994,18.9057,5.5202799999999996,3.7979400000000001,28.930299999999999,13.2768,4.3721399999999999,4.40219,1.93588,9.4572099999999999,1.77321,1.60057,6.9366899999999996,2.8104499999999999,8.5395000000000003,2.5238499999999999
02/15/23 11:00,7.9477000000000002,6.4216499999999996,6.7304300000000001,4.65137,4.5521799999999999,1.6,3,10.4,1.5,1.3,2.5,6.2,1.2,4.5999999999999996,9.8000000000000007,3.5,4.7,2.5,6.93,8.9,5.2660600000000004,1.7123299999999999,,12.0128,10.1286,7.41669,2.3094100000000002,7.5953099999999996,20.095199999999998,2.6657999999999999,3.4831099999999999,6.9978400000000001,27.023700000000002,0.5,4.5999999999999996,1.7,1.47,3.18,1.5,2.1,1.1000000000000001,2.5857700000000001,5.2615100000000004,0,0.2,1.7,6.7618999999999998,3.5702500000000001,2.1061700000000001,3.3235199999999998,2.9228700000000001,7.2072399999999996,5.9882400000000002,2.3466399999999998,1.8448800000000001,4.0999999999999996,28,1.5,2.2000000000000002,10.2331,14.8195,12.6364,8.9234899999999993,4.0400600000000004,12.0175,6.08345,6.0858299999999996,10.8179,2.3622399999999999,6.6900399999999998,17.1877,6.2236900000000004,4.7536699999999996,27.3188,27.523199999999999,4.1341400000000004,4.46943,2.7113100000000001,9.5460600000000007,1.7733000000000001,2.9945400000000002,7.1982600000000003,3.7487200000000001,8.0097000000000005,2.6988300000000001
02/16/23 12:00,7.9546999999999999,5.3372099999999998,5.9058299999999999,4.61294,4.2740099999999996,1.2,3.5,9.5,1.7,0.8,2.2999999999999998,4.8,1.2,2.7,6.9,4.0999999999999996,4.9000000000000004,4.8,8.26,8.4,6.4390499999999999,1.5105500000000001,9.7355999999999998,13.4643,10.792899999999999,7.8703700000000003,2.0844999999999998,7.0267299999999997,27.5624,2.3480799999999999,2.4826600000000001,6.5870199999999999,29.743600000000001,0.6,7.2,1.8,1.47,3.08,1.3,2.1,1.1000000000000001,2.2401599999999999,3.7504900000000001,0,0,1.7,7.4867999999999997,2.8204899999999999,3.72383,2.4899,2.1185100000000001,7.6317899999999996,4.8869699999999998,2.53816,2.8284799999999999,3.8,27.8,1.6,4,12.652699999999999,15.1408,,8.7251399999999997,3.6052300000000002,17.267700000000001,5.0674000000000001,5.7326800000000002,12.1258,2.4927700000000002,6.8636200000000001,16.754300000000001,7.8949800000000003,4.4659800000000001,31.332799999999999,10.7887,4.2214799999999997,4.5603100000000003,0.66869000000000001,7.0328200000000001,1.8874200000000001,3.16242,7.4058799999999998,3.4207800000000002,7.75481,2.3662299999999998
02/16/23 01:00,8.1454000000000004,5.5619300000000003,5.2666899999999996,4.3957100000000002,4.0126799999999996,1.2,2.5,6.3,1.3,0.5,2.7,5.8,1.1000000000000001,4.5999999999999996,5.9,3.7,5.3,6.5,8.3800000000000008,8.4,7.6824399999999997,1.6117600000000001,10.751799999999999,9.0376999999999992,10.4673,6.96523,2.29095,6.7150699999999999,50.052500000000002,1.7783899999999999,3.0508600000000001,6.20723,25.4787,2.4,4.2,1.4,5.37,2.88,1,1.8,1.2,2.2183000000000002,4.2630100000000004,0,0,1.7,7.8975999999999997,2.3606500000000001,3.8474499999999998,1.90039,2.5048699999999999,8.0077200000000008,3.8017400000000001,1.57701,2.8197199999999998,5.2,24.2,1.8,3.8,11.3337,14.969200000000001,10.2003,8.5441099999999999,2.62785,10.128500000000001,5.9259899999999996,5.1535700000000002,14.404400000000001,2.3770500000000001,9.2303599999999992,17.736899999999999,11.6221,3.9702500000000001,24.475200000000001,6.4870700000000001,4.1325200000000004,8.4497999999999998,0.37213000000000002,5.6662100000000004,1.6535899999999999,1.9513,7.4834699999999996,3.5721400000000001,6.6240699999999997,2.5649700000000002
02/16/23 02:00,7.1153000000000004,5.3741899999999996,4.7095700000000003,4.1659199999999998,4.3362699999999998,0.8,2.2999999999999998,5.8,1.4,0.3,2.7,5.7,1.1000000000000001,4.5999999999999996,4.5999999999999996,3.7,5.6,7,7.84,8.5,6.5589399999999998,1.5908100000000001,10.6274,11.0932,11.291600000000001,7.7329400000000001,3.6932299999999998,6.4699799999999996,58.704500000000003,2.1759200000000001,3.5237500000000002,5.9359099999999998,29.5596,2.9,3.3,1.4,15.07,3.28,1.2,1.5,1,1.9889699999999999,3.8557199999999998,0.4,0,3,8.0017999999999994,4.0729199999999999,3.8240400000000001,1.3696900000000001,2.2723800000000001,7.4598500000000003,4.6139299999999999,1.85476,2.5203099999999998,4.5999999999999996,24.8,2.2000000000000002,6.9,8.5882500000000004,13.9291,11.023199999999999,8.58338,2.5546500000000001,10.093400000000001,9.0412199999999991,5.2182899999999997,17.6328,1.7564299999999999,7.1377600000000001,18.8003,11.1534,3.3492299999999999,25.5947,8.7709100000000007,3.9067099999999999,19.4696,0.30335000000000001,6.3960299999999997,1.7788600000000001,2.4557500000000001,7.6157300000000001,,,2.44984
02/16/23 03:00,7.8967000000000001,6.1967499999999998,6.2132100000000001,4.1430100000000003,4.16066,0.5,2.1,5.3,1.2,0.3,2.5,4.5,1.2,2.7,4.3,3.7,5.9,4.7,7.83,7.4,2.2628499999999998,1.33396,11.374499999999999,11.2226,11.9869,8.5449800000000007,4.8509500000000001,,40.147799999999997,2.7286100000000002,4.0306300000000004,,24.213000000000001,2.2999999999999998,2.6,1.6,23.37,3.18,1.2,1.2,1.1000000000000001,1.80989,3.40022,0,0.1,2.5,8.0594000000000001,3.3645499999999999,3.9979100000000001,1.6255900000000001,2.65238,5.8909200000000004,4.1242599999999996,2.2298800000000001,2.6798199999999999,4.3,16.899999999999999,2.5,6.7,12.604900000000001,10.4857,12.1274,6.5190900000000003,3.1103299999999998,7.5697299999999998,6.7049200000000004,3.8770799999999999,12.5877,1.9557500000000001,5.6291399999999996,18.706600000000002,10.2126,2.7079200000000001,21.545100000000001,7.2337999999999996,4.4688600000000003,8.7379999999999995,0.24754999999999999,8.1091800000000003,1.93998,4.6276000000000002,6.0359800000000003,3.4825900000000001,6.7392899999999996,2.5878399999999999
02/16/23 04:00,5.3387500000000001,5.6691500000000001,5.4506699999999997,3.84598,4.0579900000000002,0.3,2.1,5.0999999999999996,1.6,0.4,2.6,4.7,1.2,3,3.8,3.4,5.5,4.5,8.32,6.8,2.1373099999999998,1.50617,11.602,12.276999999999999,11.0685,10.178699999999999,4.7196499999999997,6.5325600000000001,33.560400000000001,2.38428,4.5500699999999998,2.4237299999999999,19.4117,2,3,2.4,19.27,3.38,1.3,1.6,1.5,1.8094600000000001,2.95932,0,0.2,2.9,6.8787000000000003,1.9214599999999999,4.2818699999999996,1.64035,2.4465300000000001,6.3933200000000001,5.3060600000000004,,2.7082299999999999,1.4,14.2,2.1,7.2,13.5792,9.4676899999999993,10.598000000000001,5.7131400000000001,7.8136599999999996,8.3786000000000005,6.1336199999999996,4.3678699999999999,10.023999999999999,1.85331,3.7101999999999999,12.8165,10.044700000000001,3.1420699999999999,18.777200000000001,7.9433499999999997,4.9743300000000001,7.1132,0.23959,8.3611000000000004,1.9022699999999999,3.8010000000000002,5.617,3.2329300000000001,7.3459000000000003,2.6636099999999998
02/16/23 05:00,6.0137999999999998,4.9779900000000001,7.2431999999999999,4.5929900000000004,3.8517899999999998,0.3,2.5,9.5,1.5,0.7,2.5,4.8,1.5,3.1,3.9,3.5,5.0999999999999996,4.2,9.18,7.6,6.3707700000000003,1.4799100000000001,13.5268,12.2659,11.3226,9.8070000000000004,4.6304499999999997,6.1668500000000002,42.5167,2.6451099999999999,3.5503499999999999,2.93947,14.260199999999999,2,3.7,2.2999999999999998,9.9700000000000006,3.28,1.3,1.6,1.5,1.7828900000000001,3.1855500000000001,0,0,2.2000000000000002,6.5587400000000002,1.2249399999999999,4.0072299999999998,1.4009,2.3751600000000002,5.7669499999999996,3.9258299999999999,2.7174900000000002,1.90177,4.7,8.4,3.7,6.3,11.5846,12.7156,9.3343799999999995,5.9497600000000004,7.2821199999999999,8.5649300000000004,11.7303,3.82348,5.2679900000000002,1.7704299999999999,8.2412899999999993,12.545199999999999,9.3049499999999998,3.36252,14.4384,10.494199999999999,4.6027500000000003,7.0164,0.22933999999999999,6.34856,1.98542,4.1081000000000003,5.1124000000000001,2.9948299999999999,7.2462,2.5720100000000001
02/16/23 06:00,2.71957,5.26126,11.7408,4.2183799999999998,3.9654699999999998,0.6,2.6,6.9,1.3,1.5,2.1,4.8,1.6,3.3,3.3,3.4,4.5,3.9,6.7,8.1,6.5119800000000003,1.3883700000000001,12.9512,12.8437,10.495100000000001,9.7383000000000006,4.8425399999999996,6.4616699999999998,,2.8756400000000002,3.2873100000000002,3.0310899999999998,19.257300000000001,1.8,3.3,2.1,26.47,3.78,1.7,1.9,1.8,2.1152799999999998,3.4466100000000002,0,0,2.2999999999999998,5.1179100000000002,2.1389100000000001,4.3133600000000003,0.95025999999999999,1.9178999999999999,4.6213699999999998,3.6568700000000001,2.6597,1.05772,4.4000000000000004,10.3,3.8,6.3,9.9749400000000001,7.5550300000000004,8.5526900000000001,6.1908099999999999,4.5901899999999998,8.2178799999999992,21.015599999999999,3.7139099999999998,7.5409699999999997,1.74668,5.3396100000000004,12.728899999999999,8.0220199999999995,3.1602399999999999,15.524800000000001,9.8973399999999998,4.9758100000000001,9.5729000000000006,0.30723,9.1698900000000005,2.1549100000000001,3.4860000000000002,3.4771800000000002,2.86598,5.4661900000000001,2.4531499999999999
02/16/23 07:00,7.5805999999999996,7.0266400000000004,12.3704,4.42157,4.5183999999999997,0.9,2.8,6.6,1.4,2.2000000000000002,2.2999999999999998,5.3,1.1000000000000001,4,3.9,3.8,4.7,3.4,6.03,13.1,2.7036699999999998,1.6299600000000001,11.7875,13.913600000000001,12.7842,10.2067,5.2661699999999998,6.8793199999999999,33.424799999999998,2.8468300000000002,3.57769,6.2844199999999999,23.482299999999999,1.8,2.4,8,10.97,4.28,1.7,2.1,2.2999999999999998,2.8535300000000001,2.7625099999999998,0.3,0,2.2000000000000002,4.9812200000000004,2.9713099999999999,4.7037300000000002,0.89949999999999997,3.1980599999999999,5.6752200000000004,3.9304199999999998,3.2842099999999999,1.4055200000000001,4.8,11.9,4.0999999999999996,7,9.4844899999999992,6.8125400000000003,8.1001799999999999,5.8806399999999996,3.7075200000000001,8.2703900000000008,14.9216,3.52691,8.6712900000000008,1.56186,6.8536400000000004,11.8933,7.59579,3.3877000000000002,22.212900000000001,7.9426100000000002,4.8899499999999998,13.741,0.71867000000000003,11.1806,2.11551,4.7319000000000004,2.6006399999999998,3.3345699999999998,6.0617299999999998,2.0634700000000001
02/16/23 08:00,8.3115000000000006,8.1474399999999996,11.8576,3.4004300000000001,6.1160100000000002,3.2,3,7.4,1.7,2.2000000000000002,2.1,5.8,0.9,4.9000000000000004,3.9,4,5.2,3.5,6.78,15.3,7.9091399999999998,1.34185,11.540699999999999,13.802,14.464,9.7722999999999995,5.4505299999999997,7.9006600000000002,20.936,2.5653100000000002,2.7922500000000001,6.9523799999999998,23.170400000000001,2.5,4.2,6,5.47,3.98,2.1,4.0999999999999996,2.2000000000000002,2.8725000000000001,3.2362099999999998,0.4,0.1,2.2999999999999998,5.40238,3.13503,4.5229299999999997,1.0745199999999999,3.0707200000000001,6.10731,3.69258,4.1019399999999999,1.11158,4.9000000000000004,15.2,5.7,9.1999999999999993,6.6966400000000004,9.9268199999999993,8.2867999999999995,6.3182400000000003,5.13171,8.7152899999999995,8.0157900000000009,3.0282499999999999,10.7639,1.46801,6.4147999999999996,11.934699999999999,8.9599499999999992,2.6716099999999998,28.278600000000001,7.15909,5.133,12.625999999999999,1.48482,14.9619,2.5781999999999998,3.4678,2.2990699999999999,3.8380200000000002,5.0671900000000001,2.65503
02/16/23 09:00,7.0475000000000003,10.565799999999999,11.5428,4.2715800000000002,7.3172199999999998,3.6,2.5,14.9,1.5,2.1,2.1,6,1.6,5.2,3.5,5.4,6.1,3.6,7.39,18.399999999999999,7.3536400000000004,1.26301,12.3062,13.737,14.028499999999999,8.4178899999999999,6.2517899999999997,10.4339,21.956399999999999,3.0677599999999998,2.49743,7.5730399999999998,33.067100000000003,2.6,3.9,5,4.7699999999999996,3.98,2.6,3.7,3.6,2.3508800000000001,3.5889099999999998,0.2,0.1,2.9,5.2050999999999998,5.8668399999999998,4.7684699999999998,0.67617000000000005,2.89215,5.3389699999999998,4.0095999999999998,4.0525099999999998,1.3329899999999999,4.0999999999999996,27.3,8.4,9.4,8.94909,9.5435800000000004,9.5321800000000003,6.8999199999999998,6.1097799999999998,7.3555999999999999,9.6514699999999998,3.0375999999999999,10.4803,1.52525,7.2633599999999996,10.7163,8.7979800000000008,2.8161100000000001,22.566700000000001,6.0529799999999998,5.4659000000000004,8.5207999999999995,2.5027400000000002,11.364800000000001,2.9938400000000001,5.3052999999999999,2.6581199999999998,3.1964800000000002,5.2245699999999999,2.7140399999999998
02/16/23 10:00,9.718,12.664999999999999,12.3172,5.9244700000000003,7.1181999999999999,4.3,2.7,6.9,,2.2999999999999998,2.9,7.9,1.5,8.4,3.7,6.7,5.6,4,7.86,12.3,4.1720499999999996,1.58233,12.833,14.277900000000001,15.5954,5.9355000000000002,9.0734200000000005,34.933999999999997,26.144200000000001,4.9445300000000003,2.3348800000000001,5.0593399999999997,14.643700000000001,3.3,3.8,3.9,3.27,4.78,3.3,5.7,4.9000000000000004,2.1185999999999998,4.0380500000000001,0.2,0,4.0999999999999996,4.3974900000000003,7.4789000000000003,3.63036,0.54805999999999999,2.94339,5.2812099999999997,3.6010399999999998,4.2492000000000001,0.93681999999999999,6.2,18,10,9.1999999999999993,8.3547100000000007,8.2126199999999994,10.2666,6.9318600000000004,5.3177500000000002,5.8982200000000002,15.7469,2.9500899999999999,8.2200600000000001,1.5970299999999999,6.6897399999999996,10.354900000000001,8.3056300000000007,4.9079699999999997,7.74282,6.9969099999999997,5.7417999999999996,7.9267000000000003,3.7011599999999998,10.2986,3.8677299999999999,,2.9378799999999998,3.72078,6.2972000000000001,2.3811100000000001
02/16/23 11:00,7.4549000000000003,6.9643300000000004,9.1880000000000006,4.8338700000000001,6.64079,5.2,2.5,6.5,,3.1,2.8,8.4,1.9,8.9,4.9000000000000004,6.4,6.1,4.5999999999999996,7.12,12.8,6.3812699999999998,1.46167,13.2357,16.689599999999999,15.480499999999999,8.9589999999999996,8.6841500000000007,22.793800000000001,17.910699999999999,6.7673699999999997,1.8930199999999999,4.61158,8.4533000000000005,3.7,3.8,,3.27,4.78,4,6.3,4.5,2.3138700000000001,4.5296700000000003,0,0.1,4.3,2.8561700000000001,5.7911299999999999,2.99946,0.51759999999999995,2.5520900000000002,5.2167000000000003,7.1499100000000002,4.6365299999999996,0.86853000000000002,6.5,8.5,10.8,9.1,7.5569899999999999,6.8768500000000001,9.9144100000000002,6.3084100000000003,5.7485999999999997,7.0088800000000004,4.5006700000000004,2.67713,4.4289699999999996,1.87205,7.3836399999999998,11.0265,6.8103999999999996,4.0294600000000003,4.84171,5.0743900000000002,5.4650999999999996,6.9868199999999998,3.0629499999999998,8.0563000000000002,5.0975400000000004,,4.6226799999999999,4.93363,8.4990000000000006,3.5125899999999999
02/16/23 12:00,5.6949800000000002,6.7164400000000004,7.5292000000000003,4.2656700000000001,6.2744799999999996,7.7,2.6,8.3000000000000007,,3.5,2.6,,1.4,6.2,4,6,6.8,12.7,7.76,14.4,6.9224300000000003,1.60693,11.4011,16.071300000000001,15.4198,7.2957999999999998,9.4755599999999998,27.961500000000001,12.0002,5.8452400000000004,0.94428999999999996,4.5118299999999998,10.344099999999999,3.4,3.7,2.2000000000000002,4.2699999999999996,4.9800000000000004,3.6,5.8,4.4000000000000004,2.34599,4.0532399999999997,0,0.2,7.6,1.8712299999999999,3.5716000000000001,2.51424,0.46006999999999998,2.7944300000000002,5.9775499999999999,6.4891300000000003,4.81778,0.99263000000000001,8.1,5.4,11.8,7.6,6.3543900000000004,7.3047500000000003,10.307600000000001,6.3773,6.4273400000000001,7.4165700000000001,6.4327899999999998,2.8412500000000001,8.2571899999999996,1.87693,8.6675000000000004,9.6847200000000004,6.9707100000000004,3.54908,4.4331800000000001,6.9361699999999997,5.6650999999999998,6.4282199999999996,1.57155,5.8069100000000002,6.2608300000000003,5.9098199999999999,7.8205,9.1297099999999993,7.7572000000000001,3.6853400000000001
02/16/23 01:00,6.8196000000000003,7.2266599999999999,8.7705000000000002,4.8826400000000003,6.08582,7.3,2.6,8.1,,3.9,2.9,,1.5,6.5,4,6,6.3,14.1,7.66,12.2,8.3085100000000001,1.7040299999999999,9.6455000000000002,17.7944,16.9572,8.6767000000000003,7.8541100000000004,11.0854,9.5550899999999999,5.6856400000000002,1.03443,4.0234199999999998,10.4076,2.9,4,2,4.2699999999999996,5.18,3.3,5.4,4.0999999999999996,2.2411400000000001,4.0190200000000003,0.5,0,8.6,1.3695299999999999,2.9870000000000001,3.6331500000000001,0.75792999999999999,3.82281,9.4478100000000005,5.3194999999999997,4.2568900000000003,1.44398,7,4.8,10.9,9.1999999999999993,3.9891100000000002,6.5926299999999998,9.2641299999999998,7.0469099999999996,5.4908400000000004,7.06595,10.986599999999999,2.9115500000000001,6.4139799999999996,1.7024999999999999,5.9869700000000003,11.0006,6.9789599999999998,3.6999599999999999,4.5317999999999996,9.8265200000000004,5.8121999999999998,6.2944800000000001,1.03016,5.4879899999999999,6.0070499999999996,3.91988,8.8327000000000009,10.107799999999999,9.2963000000000005,3.92456
02/16/23 02:00,5.0538100000000004,6.6368099999999997,9.7531999999999996,6.2126400000000004,6.6335199999999999,5.2,3.7,8.1999999999999993,,2.6,4.4000000000000004,,2.4,6.5,4.9000000000000004,6.8,6.6,11.5,8.49,8.6,8.3576499999999996,1.8003400000000001,10.213699999999999,13.2384,19.216200000000001,9.4570000000000007,5.3961600000000001,20.4177,8.5789200000000001,4.5351900000000001,1.1164499999999999,6.1957599999999999,9.0879999999999992,3.4,5.9,2.2000000000000002,3.87,6.68,4.5,5.0999999999999996,3.6,2.1587000000000001,3.8385099999999999,1,0,4.7,2.56948,2.9026100000000001,3.9828800000000002,2.0762999999999998,3.6965599999999998,11.9338,5.9789899999999996,4.3947599999999998,1.6488400000000001,7.2,4.5,10.5,7.6,4.0936500000000002,5.7184799999999996,9.8565799999999992,6.8091499999999998,5.2518099999999999,6.5484900000000001,3.4404400000000002,3.4235000000000002,6.2062999999999997,1.7682,5.9602399999999998,12.0223,5.7550600000000003,4.0520300000000002,5.1767599999999998,7.7853500000000002,5.7275,5.7661800000000003,1.1942600000000001,5.4056600000000001,5.6443899999999996,4.3928500000000001,5.9762000000000004,6.44618,9.1144999999999996,3.9482300000000001
02/16/23 03:00,5.6111500000000003,7.3543700000000003,10.6295,8.3140000000000001,7.4997100000000003,5,3,8,,2.7,5.8,,2.6,7.4,5.6,6,6.6,11.1,9.6199999999999992,8.6999999999999993,8.4713600000000007,2.1592799999999999,10.1775,15.535600000000001,20.473800000000001,6.3388999999999998,5.57639,20.600300000000001,7.0025599999999999,4.0201799999999999,0.31180000000000002,3.8741699999999999,10.220700000000001,3.6,3.7,2.6,3.67,4.88,3.2,7.3,3.8,2.0266600000000001,3.7650100000000002,0.6,0,3.8,2.5199799999999999,2.2722500000000001,2.78241,1.5883400000000001,3.9350700000000001,7.0463800000000001,5.0733499999999996,5.8176399999999999,2.0369600000000001,7.1,4.7,10.3,7.4,3.9049200000000002,6.0569499999999996,9.20505,6.0179799999999997,5.29908,7.3273700000000002,10.8736,3.0305900000000001,7.9110300000000002,1.8230999999999999,5.4467999999999996,10.279500000000001,5.3800600000000003,3.4839600000000002,5.2643500000000003,5.7756699999999999,6.3624999999999998,5.9671599999999998,1.54979,5.4565900000000003,5.6635600000000004,,5.7198000000000002,8.2827099999999998,9.0111000000000008,4.2621599999999997
02/16/23 04:00,3.1678000000000002,6.9161599999999996,11.095800000000001,8.5216999999999992,6.24024,4.9000000000000004,3,6.4,,2.7,5.3,9.5500000000000007,2.5,9.1999999999999993,5.9,5.2,6.1,5.6,10.82,11.6,8.4564400000000006,2.0747900000000001,11.0997,15.3058,15.7087,4.6105999999999998,4.46854,17.8521,10.4049,4.7287800000000004,1.07951,6.8378500000000004,13.125999999999999,3.7,3.7,1.9,3.27,4.78,2.9,9.8000000000000007,3.6,2.32694,4.2315399999999999,2.5,0,3.5,1.86754,2.3480400000000001,2.7094900000000002,0.64622999999999997,3.6408100000000001,6.7053099999999999,4.4391400000000001,5.1033600000000003,2.58405,6.1,2.7,10.6,13.2,4.5724299999999998,6.4193699999999998,7.7885499999999999,6.4171500000000004,6.2009400000000001,8.8227399999999996,8.7372399999999999,4.8487299999999998,8.0318000000000005,2.9451900000000002,6.2047499999999998,11.973699999999999,5.6656700000000004,2.8135599999999998,3.4615900000000002,5.7253499999999997,6.0183,6.0698600000000003,1.73288,4.8094999999999999,5.5713299999999997,,6.8695000000000004,7.0442200000000001,9.9731000000000005,3.85914
02/16/23 05:00,2.9140000000000001,5.7262899999999997,10.765499999999999,8.5808,5.08202,5.4,2.7,7.9,,2.8,4.3,8.8000000000000007,1.5,8.3000000000000007,7,4.7,7.3,6.1,12.26,19,7.32172,2.3906200000000002,11.9427,15.369300000000001,17.422899999999998,6.0758000000000001,6.2336,10.433299999999999,17.5457,5.7358799999999999,1.5243199999999999,4.5694600000000003,15.466799999999999,3.3,3.3,1.7,3.47,4.58,3.5,6.6,2.8,2.84944,5.36829,2.4,0,4.0999999999999996,2.6758799999999998,2.0563400000000001,2.6535700000000002,1.2007099999999999,3.5150000000000001,7.5766499999999999,3.1975799999999999,4.78756,2.9974599999999998,3.8,4.5,12.9,30.4,6.1928900000000002,6.5409600000000001,10.077400000000001,6.4461399999999998,6.8897700000000004,10.3231,6.4886499999999998,7.0032199999999998,7.0110099999999997,2.8995600000000001,6.8810099999999998,10.0238,6.1814799999999996,3.2069100000000001,4.5015900000000002,5.9094100000000003,6.2587999999999999,6.17035,1.7452300000000001,6.3228299999999997,5.6685400000000001,5.2199,7.3018000000000001,8.1596799999999998,8.5558999999999994,3.6237900000000001
02/16/23 06:00,3.3039800000000001,8.6459299999999999,12.1531,12.102,5.5397699999999999,4.7,2.8,11.9,,2.5,3.9,6.55,1.4,5.7,8.1999999999999993,5.0999999999999996,8.6999999999999993,5,15.87,17.399999999999999,7.08772,2.0792899999999999,11.949400000000001,11.2242,17.232299999999999,8.9598999999999993,7.1999199999999997,14.5214,27.118500000000001,6.1001599999999998,1.11497,5.2041700000000004,14.808400000000001,2.7,3.4,2,2.0699999999999998,,3.7,4.8,2.6,3.1413899999999999,4.7535299999999996,0.7,0,3.6,2.3936299999999999,3.6526800000000001,4.2010300000000003,1.20041,4.1083499999999997,5.5502099999999999,3.7237800000000001,3.7519999999999998,2.5147599999999999,3.3,8.1,10.199999999999999,12.8,8.6600800000000007,7.9201300000000003,9.9412199999999995,7.8864000000000001,7.7767600000000003,10.124700000000001,7.6172300000000002,9.2034199999999995,8.0891999999999999,2.2089599999999998,9.5807500000000001,14.6915,4.6425299999999998,2.8877100000000002,6.3235799999999998,5.4674100000000001,5.9584000000000001,6.11198,1.41123,11.329499999999999,5.0230800000000002,2.8647,7.2316000000000003,8.5009899999999998,8.3937799999999996,3.4612400000000001
02/16/23 07:00,6.4114000000000004,8.1951300000000007,11.7859,14.0786,5.8241199999999997,4.3,3.1,9.9,,2.2000000000000002,3.1,6.25,1.1000000000000001,5.7,6.3,5.0999999999999996,8,4.8,11.47,19,7.5437599999999998,2.24735,10.570600000000001,11.8345,13.4255,7.0622999999999996,8.9214400000000005,11.0222,20.2895,6.5656600000000003,1.51176,5.7265600000000001,15.52,2.7,3.8,2.2000000000000002,1.87,,3.4,4.5999999999999996,2.7,,5.5230100000000002,0.5,0.1,3.8,2.6522399999999999,2.16079,3.7586499999999998,2.4559199999999999,5.0236799999999997,9.7851999999999997,5.1296400000000002,3.68573,2.21184,3.7,6.4,7.5,9.8000000000000007,9.1706800000000008,7.7784199999999997,11.850300000000001,10.1165,4.8791599999999997,13.3559,7.2315300000000002,12.6912,14.047000000000001,2.6735099999999998,11.974500000000001,21.586300000000001,5.03226,3.5489099999999998,9.3382799999999992,6.2207800000000004,6.1828000000000003,5.75509,1.0840799999999999,11.764200000000001,4.8072999999999997,3.9761000000000002,6.8990999999999998,6.7728400000000004,10.067500000000001,3.21678
02/16/23 08:00,7.2275,7.6358699999999997,9.3120999999999992,9.5587999999999997,5.9134399999999996,4.5,2.2999999999999998,6.9,,2.2000000000000002,2.6,5.65,1.3,5.0999999999999996,5.0999999999999996,5.4,7.7,4.9000000000000004,12.08,19.600000000000001,7.2894300000000003,2.3651200000000001,13.4619,13.0928,12.648199999999999,6.6086,9.30166,10.050700000000001,11.4438,5.4218599999999997,1.56274,5.5677000000000003,16.872199999999999,3,3.2,2.2000000000000002,2.87,3.38,3.4,4.5999999999999996,3.8,4.1798900000000003,6.6271899999999997,1,0.1,4.2,1.70797,1.8097300000000001,3.2084100000000002,2.08569,5.8138399999999999,14.649100000000001,4.81325,4.2569600000000003,1.5622799999999999,6,8.6999999999999993,6.1,9.8000000000000007,9.4001099999999997,9.6738599999999995,12.7003,13.276899999999999,4.3464099999999997,14.1899,6.1814200000000001,13.6714,11.0899,2.94712,9.3367400000000007,23.6281,5.5518200000000002,4.1677400000000002,5.8324400000000001,6.3176500000000004,6.2107000000000001,5.7839099999999997,0.53939999999999999,8.2745099999999994,5.0703899999999997,3.0133999999999999,6.9359999999999999,5.7768499999999996,11.829800000000001,3.4058700000000002
